ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
254	"ENSMUSG00000024787"	"Snx15"	chr19	-	6120485	6120743	6119398	6119954	6121378	6121522
255	"ENSMUSG00000024787"	"Snx15"	chr19	-	6121100	6121209	6120659	6120743	6121378	6121522
256	"ENSMUSG00000024787"	"Snx15"	chr19	-	6124152	6124188	6123829	6123950	6128048	6128147
257	"ENSMUSG00000024797"	"Vps51"	chr19	-	6073502	6073566	6071561	6071708	6076362	6076868
258	"ENSMUSG00000024797"	"Vps51"	chr19	-	6076362	6076492	6071561	6071708	6076950	6077203
259	"ENSMUSG00000007338"	"Mrpl49"	chr19	-	6056928	6057079	6054930	6055200	6057658	6057785
260	"ENSMUSG00000024940"	"Ltbp3"	chr19	+	5757034	5757175	5756793	5756931	5757310	5757472
261	"ENSMUSG00000004054"	"Map3k11"	chr19	+	5699873	5699942	5697557	5697649	5700589	5700970
262	"ENSMUSG00000054874"	"Pcnx3"	chr19	-	5666149	5666424	5665707	5665841	5666508	5666739
263	"ENSMUSG00000056917"	"Sipa1"	chr19	-	5661595	5661623	5661020	5661111	5663603	5663627
264	"ENSMUSG00000056917"	"Sipa1"	chr19	-	5661595	5661626	5660313	5661111	5662587	5662841
265	"ENSMUSG00000056917"	"Sipa1"	chr19	-	5661595	5661626	5660313	5661111	5663603	5663680
266	"ENSMUSG00000056917"	"Sipa1"	chr19	-	5661595	5661658	5660878	5661111	5662587	5662841
267	"ENSMUSG00000056917"	"Sipa1"	chr19	-	5661595	5661658	5660878	5661111	5663603	5663695
268	"ENSMUSG00000056917"	"Sipa1"	chr19	-	5662587	5662841	5660313	5661111	5663603	5663620
269	"ENSMUSG00000056917"	"Sipa1"	chr19	-	5662587	5662841	5661595	5661626	5663603	5663620
270	"ENSMUSG00000056917"	"Sipa1"	chr19	-	5662587	5662841	5661595	5661658	5663603	5663620
271	"ENSMUSG00000024927"	"Rela"	chr19	+	5638431	5638458	5637958	5638148	5638550	5638696
272	"ENSMUSG00000024927"	"Rela"	chr19	+	5639858	5639950	5638854	5639003	5640302	5640432
273	"ENSMUSG00000024927"	"Rela"	chr19	+	5646593	5646698	5645512	5645587	5646799	5647608
274	"ENSMUSG00000056185"	"Snx32"	chr19	-	5497674	5497779	5497446	5497552	5497904	5498028
275	"ENSMUSG00000056185"	"Snx32"	chr19	-	5500921	5500970	5498719	5498824	5510332	5510482
276	"ENSMUSG00000086938"	"4930481A15Rik"	chr19	+	5415007	5415099	5406814	5407083	5415606	5415812
277	"ENSMUSG00000086938"	"4930481A15Rik"	chr19	+	5415007	5415112	5406873	5407083	5415606	5415812
278	"ENSMUSG00000086938"	"4930481A15Rik"	chr19	+	5415011	5415112	5406739	5407083	5415606	5415812
279	"ENSMUSG00000024841"	"Eif1ad"	chr19	+	5368057	5368276	5366740	5367210	5368421	5368530
280	"ENSMUSG00000024846"	"Cst6"	chr19	-	5348646	5348728	5348435	5348522	5349094	5349357
281	"ENSMUSG00000038498"	"Catsper1"	chr19	+	5338713	5338827	5337628	5337835	5338991	5339145
282	"ENSMUSG00000024855"	"Pacs1"	chr19	-	5162248	5162324	5160717	5160807	5167923	5168011
283	"ENSMUSG00000061451"	"Tmem151a"	chr19	-	5072668	5072770	5071853	5071894	5085297	5085487
284	"ENSMUSG00000006464"	"Bbs1"	chr19	-	4903145	4903192	4903013	4903052	4903701	4903974
285	"ENSMUSG00000083282"	"Ctsf"	chr19	+	4856069	4856308	4855697	4855796	4856511	4857536
286	"ENSMUSG00000034108"	"Ccs"	chr19	-	4833340	4833518	4832832	4832893	4834172	4834310
287	"ENSMUSG00000034108"	"Ccs"	chr19	-	4834172	4834310	4833340	4833518	4838830	4838903
288	"ENSMUSG00000034108"	"Ccs"	chr19	-	4834193	4834310	4833340	4833518	4838830	4838903
289	"ENSMUSG00000034108"	"Ccs"	chr19	-	4834239	4834310	4833340	4833518	4838830	4838903
290	"ENSMUSG00000096370"	"Gm21992"	chr19	-	4787360	4788042	4785151	4785567	4811171	4811508
291	"ENSMUSG00000096370"	"Gm21992"	chr19	-	4792397	4792820	4787368	4788042	4811171	4811508
292	"ENSMUSG00000096370"	"Gm21992"	chr19	-	4793671	4794009	4791158	4792820	4811171	4811603
293	"ENSMUSG00000024889"	"Rce1"	chr19	-	4623500	4623563	4622590	4623242	4623825	4623897
294	"ENSMUSG00000024889"	"Rce1"	chr19	-	4623500	4623576	4622843	4623242	4623825	4623897
295	"ENSMUSG00000087132"	"A930001C03Rik"	chr19	+	4444002	4444038	4443737	4443788	4447524	4447863
296	"ENSMUSG00000087132"	"A930001C03Rik"	chr19	+	4447296	4447426	4444002	4444038	4447524	4448183
297	"ENSMUSG00000054611"	"Kdm2a"	chr19	-	4332440	4332485	4331185	4331269	4333642	4333919
298	"ENSMUSG00000005986"	"Ankrd13d"	chr19	-	4273535	4273602	4273020	4273102	4280536	4280726
299	"ENSMUSG00000005986"	"Ankrd13d"	chr19	-	4281162	4281208	4280936	4281080	4281917	4282034
300	"ENSMUSG00000034616"	"Ssh3"	chr19	-	4266374	4266446	4266106	4266172	4266521	4266637
301	"ENSMUSG00000034616"	"Ssh3"	chr19	-	4267746	4267974	4266374	4266637	4268544	4268585
302	"ENSMUSG00000034616"	"Ssh3"	chr19	-	4267746	4267978	4266521	4266637	4268544	4268582
303	"ENSMUSG00000040663"	"Clcf1"	chr19	+	4215732	4215830	4214304	4214500	4220177	4220344
304	"ENSMUSG00000024824"	"Rad9a"	chr19	-	4201149	4201247	4200928	4201057	4201328	4201399
305	"ENSMUSG00000040247"	"Tbc1d10c"	chr19	-	4187941	4188080	4185351	4185506	4188245	4188311
306	"ENSMUSG00000040247"	"Tbc1d10c"	chr19	-	4187941	4188131	4185351	4185506	4188245	4188311
307	"ENSMUSG00000040247"	"Tbc1d10c"	chr19	-	4188245	4188311	4187941	4188131	4188943	4189054
308	"ENSMUSG00000040247"	"Tbc1d10c"	chr19	-	4188245	4188724	4187941	4188131	4188943	4189058
309	"ENSMUSG00000040247"	"Tbc1d10c"	chr19	-	4188566	4188724	4188245	4188311	4188943	4189058
310	"ENSMUSG00000040247"	"Tbc1d10c"	chr19	-	4188943	4189054	4188245	4188311	4189212	4189319
311	"ENSMUSG00000040247"	"Tbc1d10c"	chr19	-	4188943	4189058	4188245	4188311	4189212	4189319
312	"ENSMUSG00000024857"	"Cabp2"	chr19	+	4084086	4084245	4083518	4083616	4084877	4084908
313	"ENSMUSG00000038155"	"Gstp2"	chr19	-	4041583	4041690	4041397	4041485	4041902	4041938
314	"ENSMUSG00000038155"	"Gstp2"	chr19	-	4041902	4041938	4041583	4041690	4042164	4042263
315	"ENSMUSG00000038155"	"Gstp2"	chr19	-	4042566	4042671	4041902	4041938	4045923	4045992
316	"ENSMUSG00000037263"	"Aldh3b3"	chr19	+	3966371	3966538	3965632	3966019	3968441	3968541
317	"ENSMUSG00000036908"	"Unc93b1"	chr19	+	3941519	3941681	3936268	3936422	3941884	3942017
318	"ENSMUSG00000036908"	"Unc93b1"	chr19	+	3944022	3944296	3943528	3943711	3947006	3947125
319	"ENSMUSG00000001750"	"Tcirg1"	chr19	-	3897467	3897681	3897037	3897169	3897757	3897876
320	"ENSMUSG00000001750"	"Tcirg1"	chr19	-	3898717	3898875	3898547	3898638	3898979	3899119
321	"ENSMUSG00000001750"	"Tcirg1"	chr19	-	3901890	3902035	3898979	3899119	3902343	3902556
322	"ENSMUSG00000024843"	"Chka"	chr19	+	3871002	3871062	3864647	3864759	3875734	3875788
323	"ENSMUSG00000024843"	"Chka"	chr19	+	3875734	3875788	3864647	3864759	3884471	3884585
324	"ENSMUSG00000024843"	"Chka"	chr19	+	3881997	3882120	3875378	3875788	3884471	3884538
325	"ENSMUSG00000024843"	"Chka"	chr19	+	3882009	3882120	3864647	3864759	3884471	3884585
326	"ENSMUSG00000024913"	"Lrp5"	chr19	-	3651842	3651955	3649403	3649600	3652132	3652330
327	"ENSMUSG00000024908"	"Ppp6r3"	chr19	-	3459746	3459764	3459360	3459480	3464544	3464695
328	"ENSMUSG00000024908"	"Ppp6r3"	chr19	-	3478277	3478364	3473768	3473815	3484830	3484852
329	"ENSMUSG00000024908"	"Ppp6r3"	chr19	-	3478277	3478364	3473768	3473866	3484830	3484852
330	"ENSMUSG00000024908"	"Ppp6r3"	chr19	-	3527570	3527675	3526760	3526934	3544107	3544255
331	"ENSMUSG00000024908"	"Ppp6r3"	chr19	-	3544107	3544255	3526701	3526934	3575640	3575696
332	"ENSMUSG00000100969"	"1700030N03Rik"	chr19	-	3075713	3075885	3072687	3072953	3196944	3197029
333	"ENSMUSG00000024614"	"Tmx3"	chr18	+	90533590	90533692	90533220	90533274	90534381	90534438
334	"ENSMUSG00000023066"	"Rttn"	chr18	+	88987181	88987246	88985893	88986075	88989434	88989550
335	"ENSMUSG00000023066"	"Rttn"	chr18	+	89026958	89027047	89021663	89021763	89028891	89029009
336	"ENSMUSG00000023066"	"Rttn"	chr18	+	89066785	89066936	89065846	89065918	89073544	89073734
337	"ENSMUSG00000023066"	"Rttn"	chr18	+	89108048	89108154	89103843	89104061	89109250	89109348
338	"ENSMUSG00000034391"	"Fbxo15"	chr18	+	84980894	84980965	84977366	84977491	84981121	84981472
339	"ENSMUSG00000024646"	"Cyb5a"	chr18	+	84869466	84869716	84851413	84851607	84871504	84871633
340	"ENSMUSG00000024646"	"Cyb5a"	chr18	+	84876833	84876852	84873139	84873169	84877826	84877861
341	"ENSMUSG00000056162"	"Cndp1"	chr18	-	84631464	84631553	84628687	84628880	84631885	84632086
342	"ENSMUSG00000056162"	"Cndp1"	chr18	-	84646637	84646846	84640200	84640355	84649901	84650081
343	"ENSMUSG00000048410"	"Zfp407"	chr18	-	84558326	84563046	84552869	84552984	84589437	84589504
344	"ENSMUSG00000118200"	"Gm31621"	chr18	-	83635093	83635298	83633874	83634583	83636877	83636990
345	"ENSMUSG00000100430"	"1700095A13Rik"	chr18	-	83095431	83095866	83075917	83076276	83107584	83107798
346	"ENSMUSG00000058881"	"Zfp516"	chr18	+	82955523	82957449	82910878	82910992	82986743	82988198
347	"ENSMUSG00000058881"	"Zfp516"	chr18	+	82994469	82994537	82993069	82993189	83001272	83005314
348	"ENSMUSG00000041258"	"Zfp236"	chr18	-	82610604	82610686	82609287	82609475	82617709	82617750
349	"ENSMUSG00000041258"	"Zfp236"	chr18	-	82649279	82649390	82645968	82646241	82656948	82657177
350	"ENSMUSG00000041258"	"Zfp236"	chr18	-	82664837	82664981	82658002	82658206	82668571	82668744
351	"ENSMUSG00000041607"	"Mbp"	chr18	+	82554319	82554750	82522049	82522137	82572824	82572926
352	"ENSMUSG00000041607"	"Mbp"	chr18	+	82561777	82561855	82554469	82554750	82572824	82572926
353	"ENSMUSG00000041607"	"Mbp"	chr18	+	82575534	82575633	82575171	82575207	82578935	82579058
354	"ENSMUSG00000041607"	"Mbp"	chr18	+	82575534	82575633	82575171	82575207	82584111	82584156
355	"ENSMUSG00000041607"	"Mbp"	chr18	+	82575600	82575633	82575171	82575207	82578935	82579058
356	"ENSMUSG00000041607"	"Mbp"	chr18	+	82575600	82575633	82575171	82575207	82584111	82585627
357	"ENSMUSG00000041607"	"Mbp"	chr18	+	82578935	82579058	82575171	82575207	82584111	82584156
358	"ENSMUSG00000041607"	"Mbp"	chr18	+	82578935	82579058	82575534	82575633	82584111	82584156
359	"ENSMUSG00000034006"	"Slc66a2"	chr18	+	80254340	80254475	80253291	80253393	80255371	80255410
360	"ENSMUSG00000034006"	"Slc66a2"	chr18	+	80272461	80272515	80263419	80263553	80283275	80283492
361	"ENSMUSG00000032818"	"Loxhd1"	chr18	+	77405816	77406002	77404798	77405007	77408701	77408829
362	"ENSMUSG00000025425"	"St8sia5"	chr18	+	77211655	77211763	77185838	77186225	77232792	77232885
363	"ENSMUSG00000025423"	"Pias2"	chr18	+	77122996	77123070	77120055	77120146	77126856	77126991
364	"ENSMUSG00000025420"	"Katnal2"	chr18	-	77004722	77004821	77002736	77002800	77007507	77007585
365	"ENSMUSG00000025420"	"Katnal2"	chr18	-	77011989	77012104	77010040	77011045	77047173	77047243
366	"ENSMUSG00000025420"	"Katnal2"	chr18	-	77019184	77019255	77017460	77017627	77047173	77047243
367	"ENSMUSG00000025420"	"Katnal2"	chr18	-	77044679	77044805	77019184	77019255	77047173	77047286
368	"ENSMUSG00000025421"	"Hdhd2"	chr18	+	76945342	76945357	76944143	76944185	76951112	76951223
369	"ENSMUSG00000025421"	"Hdhd2"	chr18	+	76945342	76945357	76944383	76944527	76951112	76951223
370	"ENSMUSG00000024563"	"Smad2"	chr18	+	76262439	76262727	76242045	76242232	76287927	76288121
371	"ENSMUSG00000024563"	"Smad2"	chr18	+	76286859	76286949	76262439	76262727	76287927	76288121
372	"ENSMUSG00000024563"	"Smad2"	chr18	+	76289038	76289173	76287927	76288121	76292909	76292984
373	"ENSMUSG00000086333"	"1700120E14Rik"	chr18	-	74529028	74529092	74525252	74525876	74531062	74531106
374	"ENSMUSG00000025885"	"Myo5b"	chr18	+	74728870	74728948	74723756	74723857	74731644	74731843
375	"ENSMUSG00000035394"	"Cfap53"	chr18	+	74284540	74284772	74283121	74283266	74299111	74299341
376	"ENSMUSG00000035394"	"Cfap53"	chr18	+	74294957	74295151	74284540	74284772	74299111	74299341
377	"ENSMUSG00000035394"	"Cfap53"	chr18	+	74295592	74295724	74294957	74295151	74299111	74299341
378	"ENSMUSG00000036223"	"Ska1"	chr18	-	74202589	74202687	74199899	74200037	74204263	74204388
379	"ENSMUSG00000024513"	"Mbd2"	chr18	+	70594275	70594399	70593202	70593340	70616564	70616655
380	"ENSMUSG00000009535"	"Rnmt"	chr18	+	68303431	68303495	68300391	68300425	68305779	68306199
381	"ENSMUSG00000009535"	"Rnmt"	chr18	+	68313987	68314152	68313664	68313846	68317993	68318111
382	"ENSMUSG00000024533"	"Spire1"	chr18	-	67501067	67501241	67497176	67497314	67503430	67503573
383	"ENSMUSG00000024533"	"Spire1"	chr18	-	67512840	67512879	67506553	67506726	67519290	67519420
384	"ENSMUSG00000024878"	"Cbwd1"	chr19	-	24960338	24960518	24957903	24957990	24961383	24961514
385	"ENSMUSG00000024521"	"Pmaip1"	chr18	+	66460842	66460998	66458532	66458812	66463269	66464080
386	"ENSMUSG00000046610"	"Oacyl"	chr18	+	65713939	65714035	65710521	65710600	65720191	65720313
387	"ENSMUSG00000042439"	"Zfp532"	chr18	+	65582726	65582809	65579911	65580510	65582896	65583006
388	"ENSMUSG00000042439"	"Zfp532"	chr18	+	65582726	65582809	65579911	65580510	65622983	65623371
389	"ENSMUSG00000042439"	"Zfp532"	chr18	+	65582726	65582809	65580968	65581085	65582896	65583006
390	"ENSMUSG00000042439"	"Zfp532"	chr18	+	65582726	65582809	65581443	65581591	65582896	65583006
391	"ENSMUSG00000042439"	"Zfp532"	chr18	+	65582726	65582809	65582288	65582398	65582896	65583006
392	"ENSMUSG00000042439"	"Zfp532"	chr18	+	65582726	65582809	65582288	65582398	65622983	65623371
393	"ENSMUSG00000042439"	"Zfp532"	chr18	+	65582896	65583006	65580229	65580510	65622983	65623217
394	"ENSMUSG00000042439"	"Zfp532"	chr18	+	65582896	65583006	65582084	65582809	65622983	65623217
395	"ENSMUSG00000042439"	"Zfp532"	chr18	+	65582896	65583006	65582232	65582398	65622983	65623217
396	"ENSMUSG00000042439"	"Zfp532"	chr18	+	65599719	65599758	65582896	65583006	65622983	65623083
397	"ENSMUSG00000042439"	"Zfp532"	chr18	+	65605331	65605370	65582896	65583006	65622983	65623508
398	"ENSMUSG00000042439"	"Zfp532"	chr18	+	65638749	65638931	65622983	65625334	65644192	65644369
399	"ENSMUSG00000042439"	"Zfp532"	chr18	+	65644192	65644369	65625137	65625334	65682894	65683007
400	"ENSMUSG00000032688"	"Malt1"	chr18	+	65449574	65449607	65448921	65449018	65451546	65451573
401	"ENSMUSG00000032688"	"Malt1"	chr18	+	65456756	65456835	65453674	65453704	65458168	65458372
402	"ENSMUSG00000032688"	"Malt1"	chr18	+	65459674	65459738	65458168	65458372	65462735	65462913
403	"ENSMUSG00000118017"	"Gm29966"	chr18	+	65244821	65245276	65244298	65244373	65245358	65245960
404	"ENSMUSG00000024587"	"Nars"	chr18	-	64509244	64509315	64507771	64507858	64510452	64510531
405	"ENSMUSG00000024587"	"Nars"	chr18	-	64510452	64510531	64509244	64509315	64511610	64511700
406	"ENSMUSG00000024587"	"Nars"	chr18	-	64511610	64511700	64510452	64510531	64511784	64511877
407	"ENSMUSG00000024587"	"Nars"	chr18	-	64511983	64512049	64511784	64511877	64515325	64515405
408	"ENSMUSG00000024587"	"Nars"	chr18	-	64514814	64514864	64511983	64512049	64515325	64515405
409	"ENSMUSG00000024587"	"Nars"	chr18	-	64515325	64515405	64511983	64512049	64516415	64516479
410	"ENSMUSG00000024587"	"Nars"	chr18	-	64515325	64515408	64511983	64512049	64516415	64516426
411	"ENSMUSG00000024588"	"Fech"	chr18	-	64467727	64467834	64464085	64464184	64470681	64470816
412	"ENSMUSG00000024588"	"Fech"	chr18	-	64483333	64483457	64478650	64478770	64488900	64488984
413	"ENSMUSG00000040560"	"Wdr7"	chr18	+	63791795	63791891	63779868	63779957	63794224	63794343
414	"ENSMUSG00000024583"	"Txnl1"	chr18	-	63665651	63665694	63663366	63664332	63671581	63671686
415	"ENSMUSG00000024583"	"Txnl1"	chr18	-	63684556	63684662	63682210	63682307	63708443	63708801
416	"ENSMUSG00000097980"	"Gm26972"	chr18	+	63418041	63418197	63404942	63405047	63421081	63421197
417	"ENSMUSG00000024581"	"Napg"	chr18	+	62980465	62980533	62977830	62978024	62982618	62982703
418	"ENSMUSG00000024581"	"Napg"	chr18	+	62986410	62986477	62985659	62986288	62986953	62986991
419	"ENSMUSG00000024581"	"Napg"	chr18	+	62992340	62992490	62991800	62991879	62994311	62994391
420	"ENSMUSG00000024579"	"Pcyox1l"	chr18	-	61703345	61703394	61702195	61702370	61703511	61703718
421	"ENSMUSG00000033871"	"Ppargc1b"	chr18	-	61382444	61382523	61323134	61323308	61400289	61400400
422	"ENSMUSG00000024620"	"Pdgfrb"	chr18	+	61046029	61046100	61045199	61045572	61060143	61060189
423	"ENSMUSG00000024610"	"Cd74"	chr18	+	60811293	60811485	60810327	60810418	60811858	60811921
424	"ENSMUSG00000024608"	"Rps14"	chr18	+	60774509	60774686	60747148	60747221	60776400	60776551
425	"ENSMUSG00000054008"	"Ndst1"	chr18	-	60691928	60692099	60691177	60691287	60695335	60695510
426	"ENSMUSG00000024603"	"Dctn4"	chr18	+	60545356	60545377	60544038	60544146	60545747	60545821
427	"ENSMUSG00000054072"	"Iigp1"	chr18	+	60382611	60382794	60376028	60376130	60389791	60392627
428	"ENSMUSG00000050875"	"Minar2"	chr18	+	59065834	59065885	59062247	59062562	59066909	59066989
429	"ENSMUSG00000050875"	"Minar2"	chr18	+	59065834	59065885	59062247	59062562	59072192	59072417
430	"ENSMUSG00000050875"	"Minar2"	chr18	+	59065834	59066989	59062509	59062562	59072192	59074664
431	"ENSMUSG00000050875"	"Minar2"	chr18	+	59066816	59066989	59065834	59065885	59072192	59072417
432	"ENSMUSG00000050875"	"Minar2"	chr18	+	59066909	59066989	59062510	59062562	59072192	59072417
433	"ENSMUSG00000050875"	"Minar2"	chr18	+	59066909	59066989	59065834	59065885	59072192	59072417
434	"ENSMUSG00000050875"	"Minar2"	chr18	+	59066928	59066989	59065834	59065885	59072192	59072417
435	"ENSMUSG00000024601"	"Isoc1"	chr18	+	58671207	58671327	58659465	58659797	58671447	58671651
436	"ENSMUSG00000118391"	"Gm19519"	chr18	-	57778399	57779093	57774165	57775817	57779249	57779359
437	"ENSMUSG00000058925"	"Ccdc192"	chr18	+	57667234	57667367	57594078	57594135	57730714	57731006
438	"ENSMUSG00000086607"	"4930511M06Rik"	chr18	-	57549083	57549236	57547761	57548375	57552106	57552397
439	"ENSMUSG00000024592"	"C330018D20Rik"	chr18	-	56967092	56967189	56962400	56962518	56973383	56973484
440	"ENSMUSG00000032900"	"Tex43"	chr18	+	56589457	56589582	56588388	56588470	56592376	56592485
441	"ENSMUSG00000053644"	"Aldh7a1"	chr18	-	56560775	56560829	56559221	56559287	56562032	56562204
442	"ENSMUSG00000001700"	"Gramd3"	chr18	+	56432118	56432357	56400336	56400575	56469532	56469652
443	"ENSMUSG00000052713"	"Zfp608"	chr18	-	54946552	54946808	54900212	54900300	54987610	54988706
444	"ENSMUSG00000024535"	"Snx24"	chr18	+	53300742	53300789	53245727	53245852	53327411	53327495
445	"ENSMUSG00000034484"	"Snx2"	chr18	+	53193746	53193768	53189654	53189772	53194429	53194593
446	"ENSMUSG00000034484"	"Snx2"	chr18	+	53194429	53194593	53189654	53189772	53197854	53197921
447	"ENSMUSG00000024534"	"Sncaip"	chr18	+	52851438	52851511	52837963	52838066	52894833	52894959
448	"ENSMUSG00000024534"	"Sncaip"	chr18	+	52868538	52869407	52851438	52851511	52884967	52885081
449	"ENSMUSG00000024534"	"Sncaip"	chr18	+	52871301	52871481	52868538	52869407	52884967	52885081
450	"ENSMUSG00000024534"	"Sncaip"	chr18	+	52884967	52885081	52851438	52851511	52894833	52894959
451	"ENSMUSG00000024534"	"Sncaip"	chr18	+	52908609	52908680	52906417	52907477	52915306	52915879
452	"ENSMUSG00000024532"	"1700034E13Rik"	chr18	+	52656496	52656540	52646208	52646306	52660390	52660571
453	"ENSMUSG00000118334"	"Gm50446"	chr18	-	51921784	51921835	51913235	51913676	51924334	51924547
454	"ENSMUSG00000035420"	"Fam170a"	chr18	+	50282393	50282408	50281490	50282252	50282524	50282583
455	"ENSMUSG00000035420"	"Fam170a"	chr18	+	50282524	50282583	50281490	50282252	50282896	50283014
456	"ENSMUSG00000037416"	"Dmxl1"	chr18	+	49925918	49925981	49922712	49922715	49931910	49931914
457	"ENSMUSG00000019647"	"Sema6a"	chr18	-	47270608	47270773	47245253	47249584	47276585	47276606
458	"ENSMUSG00000019647"	"Sema6a"	chr18	-	47276418	47276469	47270608	47270773	47276585	47276606
459	"ENSMUSG00000024480"	"Ap3s1"	chr18	+	46757381	46757435	46754370	46754462	46758002	46758114
460	"ENSMUSG00000024480"	"Ap3s1"	chr18	+	46783758	46783799	46780660	46780768	46789896	46790303
461	"ENSMUSG00000024480"	"Ap3s1"	chr18	+	46788656	46788704	46783758	46783799	46789896	46789997
462	"ENSMUSG00000033022"	"Cdo1"	chr18	-	46723317	46723395	46720286	46720441	46727972	46728029
463	"ENSMUSG00000057561"	"Eif1a"	chr18	+	46598050	46598156	46597700	46597800	46598640	46598700
464	"ENSMUSG00000057561"	"Eif1a"	chr18	+	46599276	46599400	46598640	46598700	46607503	46609178
465	"ENSMUSG00000071855"	"Ccdc112"	chr18	-	46285612	46285708	46283676	46283795	46287349	46287763
466	"ENSMUSG00000071855"	"Ccdc112"	chr18	-	46293403	46293493	46291523	46291599	46296268	46296390
467	"ENSMUSG00000024477"	"Pggt1b"	chr18	-	46245199	46245252	46241440	46241701	46246561	46246670
468	"ENSMUSG00000024477"	"Pggt1b"	chr18	-	46245751	46245849	46241396	46241701	46246561	46246670
469	"ENSMUSG00000024477"	"Pggt1b"	chr18	-	46274585	46274708	46261383	46262957	46280679	46280827
470	"ENSMUSG00000024477"	"Pggt1b"	chr18	-	46274589	46274708	46262889	46262957	46280679	46280819
471	"ENSMUSG00000098284"	"A330093E20Rik"	chr18	-	45701867	45701922	45683486	45685558	45836977	45837083
472	"ENSMUSG00000098284"	"A330093E20Rik"	chr18	-	45854505	45854601	45836977	45837083	45857247	45857372
473	"ENSMUSG00000053729"	"Spinkl"	chr18	-	44169114	44169161	44168045	44168161	44174531	44174602
474	"ENSMUSG00000055095"	"Spink6"	chr18	+	44080105	44080180	44074402	44074425	44082240	44082356
475	"ENSMUSG00000024502"	"Jakmip2"	chr18	-	43537655	43537726	43531406	43531964	43540585	43540651
